ID,neg,neu,pos,compound,GPE
8153,0.0,0.762,0.238,0.3612,PRINT
8721,0.0,0.762,0.238,0.3612,America
7465,0.0,0.762,0.238,0.3612,Vermont
7465,0.0,0.762,0.238,0.3612,Canada
7930,0.0,0.762,0.238,0.3612,Syria
7028,0.0,0.762,0.238,0.3612,Obama
7028,0.0,0.762,0.238,0.3612,Cuba
6532,0.0,0.762,0.238,0.3612,Nevada
10216,0.0,0.762,0.238,0.3612,Italy
9607,0.0,0.762,0.238,0.3612,Moscow
9607,0.0,0.762,0.238,0.3612,Spain
9607,0.0,0.762,0.238,0.3612,Ceuta
10343,0.0,0.762,0.238,0.3612,Russia
8777,0.0,0.762,0.238,0.3612,Israel
8777,0.0,0.762,0.238,0.3612,Jerusalem
7357,0.0,0.762,0.238,0.3612,U.S.
7545,0.0,0.762,0.238,0.3612,Colombia
8352,0.0,0.762,0.238,0.3612,US
8352,0.0,0.762,0.238,0.3612,Mosul
8276,0.0,0.762,0.238,0.3612,Iraq
8276,0.0,0.762,0.238,0.3612,US
8276,0.0,0.762,0.238,0.3612,Mosul
8276,0.0,0.762,0.238,0.3612,Daesh
5292,0.0,0.762,0.238,0.3612,US
5359,0.0,0.762,0.238,0.3612,US
8109,0.0,0.762,0.238,0.3612,Nevada
7988,0.0,0.762,0.238,0.3612,Paris
8953,0.0,0.762,0.238,0.3612,Italy
7668,0.0,0.762,0.238,0.3612,Mexico
6458,0.0,0.762,0.238,0.3612,Populism
10514,0.0,0.762,0.238,0.3612,Texas
5883,0.0,0.762,0.238,0.3612,Mosul
8829,0.0,0.762,0.238,0.3612,Kenya
5730,0.0,0.762,0.238,0.3612,Mosul
7211,0.0,0.762,0.238,0.3612,Germany
6280,0.0,0.762,0.238,0.3612,Honduras
6252,0.0,0.762,0.238,0.3612,North Dakota
5934,0.0,0.762,0.238,0.3612,Saudi Arabia’s
5934,0.0,0.762,0.238,0.3612,Jeddah
10187,0.0,0.762,0.238,0.3612,US
7153,0.0,0.762,0.238,0.3612,Russia
9875,0.0,0.762,0.238,0.3612,October Surprise
9875,0.0,0.762,0.238,0.3612,Russia
9884,0.0,0.762,0.238,0.3612,China
9884,0.0,0.762,0.238,0.3612,U.S.
8920,0.0,0.762,0.238,0.3612,Spike
6927,0.0,0.762,0.238,0.3612,China
6927,0.0,0.762,0.238,0.3612,the United States
8708,0.0,0.762,0.238,0.3612,France
9628,0.0,0.762,0.238,0.3612,Israel
8051,0.0,0.762,0.238,0.3612,U.S.
8051,0.0,0.762,0.238,0.3612,Mexico
5822,0.0,0.762,0.238,0.3612,Russia
5822,0.0,0.762,0.238,0.3612,US
9755,0.0,0.762,0.238,0.3612,US
9755,0.0,0.762,0.238,0.3612,North Korea
5905,0.0,0.762,0.238,0.3612,U.S.
5905,0.0,0.762,0.238,0.3612,Banana Republic
6657,0.0,0.762,0.238,0.3612,Israel
6657,0.0,0.762,0.238,0.3612,Iran
10268,0.0,0.762,0.238,0.3612,Obama
