ID,neg,neu,pos,compound,GPE
4450,0.13,0.87,0.0,-0.2382,U.S.
4002,0.125,0.694,0.181,0.2023,US
4002,0.125,0.694,0.181,0.2023,Syria
4002,0.125,0.694,0.181,0.2023,Russia
1225,0.259,0.741,0.0,-0.5423,Nevada
919,0.0,0.732,0.268,0.296,New York
2655,0.0,1.0,0.0,0.0,Oregon
2244,0.0,0.863,0.137,0.2263,Ky.
4560,0.0,1.0,0.0,0.0,Russia
4560,0.0,1.0,0.0,0.0,Syria
1319,0.278,0.722,0.0,-0.4019,US
2826,0.341,0.659,0.0,-0.4767,Kabul
4280,0.155,0.845,0.0,-0.296,Las Vegas
2862,0.0,0.833,0.167,0.34,Ramadi
2862,0.0,0.833,0.167,0.34,US
5079,0.0,0.745,0.255,0.6249,America
5079,0.0,0.745,0.255,0.6249,US
3527,0.0,1.0,0.0,0.0,San Bernardino
4443,0.337,0.663,0.0,-0.7269,US
2958,0.187,0.603,0.211,0.101,Dangerous
1440,0.0,1.0,0.0,0.0,New Hampshire
1458,0.128,0.722,0.15,0.1027,Obama
1458,0.128,0.722,0.15,0.1027,Syria
3387,0.0,1.0,0.0,0.0,Iran
3387,0.0,1.0,0.0,0.0,Iran
4025,0.444,0.556,0.0,-0.8689,Nepal
4445,0.145,0.855,0.0,-0.296,Washington
4445,0.145,0.855,0.0,-0.296,D.C.
4445,0.145,0.855,0.0,-0.296,America
4213,0.0,1.0,0.0,0.0,Bronx
4022,0.0,1.0,0.0,0.0,Russia
4022,0.0,1.0,0.0,0.0,Syria
592,0.0,1.0,0.0,0.0,US
4382,0.0,0.748,0.252,0.4019,Ireland
2465,0.256,0.513,0.231,-0.0772,Connecticut
4187,0.107,0.893,0.0,-0.0516,Indiana
870,0.0,0.573,0.427,0.7717,New York
2904,0.186,0.814,0.0,-0.1531,Iran
75,0.0,1.0,0.0,0.0,Oregon
75,0.0,1.0,0.0,0.0,America
3966,0.0,1.0,0.0,0.0,Turkey
3966,0.0,1.0,0.0,0.0,Syria
352,0.0,1.0,0.0,0.0,Iraq
3989,0.434,0.566,0.0,-0.5574,Russia
1925,0.0,1.0,0.0,0.0,New Hampshire
1961,0.0,1.0,0.0,0.0,Rubio
1961,0.0,1.0,0.0,0.0,Miami
4521,0.0,1.0,0.0,0.0,Paris
1373,0.0,1.0,0.0,0.0,Iowa
803,0.224,0.776,0.0,-0.3818,West Virginia
2721,0.25,0.511,0.239,-0.0846,America
3538,0.405,0.595,0.0,-0.5267,Paris
3528,0.262,0.738,0.0,-0.5994,U.S.
4018,0.155,0.845,0.0,-0.296,Havana
3131,0.212,0.788,0.0,-0.5423,Palestine
2854,0.0,1.0,0.0,0.0,Iraq
2854,0.0,1.0,0.0,0.0,Anbar
3350,0.0,1.0,0.0,0.0,US
3350,0.0,1.0,0.0,0.0,Cuba
598,0.0,1.0,0.0,0.0,California
4975,0.0,0.855,0.145,0.1779,Ukraine
1207,0.204,0.796,0.0,-0.3182,Iowa
1207,0.204,0.796,0.0,-0.3182,N.H.
2895,0.0,1.0,0.0,0.0,Iran
1263,0.0,1.0,0.0,0.0,Vietnam
1104,0.0,1.0,0.0,0.0,America
1104,0.0,1.0,0.0,0.0,Chicago
2881,0.0,0.769,0.231,0.4019,Iraq
2881,0.0,0.769,0.231,0.4019,Al-Abadi
4005,0.0,1.0,0.0,0.0,Russia
4005,0.0,1.0,0.0,0.0,Syria
2774,0.391,0.609,0.0,-0.81,Syria
2607,0.0,1.0,0.0,0.0,Israel
2247,0.202,0.622,0.176,-0.088,Kentucky
