ID,polarity,subjectivity,GPE
6056,-0.1,0.1,Russia
7060,0.0,0.0,Malaysia
7060,0.0,0.0,US
5761,0.0,0.0,Russia
5953,0.0,0.0,Russia
8811,0.2,0.35,Russia
6789,0.1,0.4,Oklahoma
7749,-0.1,0.1,Benghazi
6868,0.0,0.0,South Africa
5504,0.0,0.0,US
6355,0.0,0.0,Arkansas
9842,0.0,0.0,Douma
9842,0.0,0.0,Syria
5360,-0.05,0.05,Saudi Arabia
7009,0.0,0.0,MASSACHUSETTS
9772,0.0,0.0,Crimean
9772,0.0,0.0,US
8107,0.0,0.0,Russia
8231,0.0,0.0,China
10486,0.0,0.0,US
7116,0.0,0.06666666666666667,US
5389,0.0,0.0,Yugoslavia
9187,0.0,0.0,Russia
9187,0.0,0.0,US
9187,0.0,0.0,Mosul
7932,0.0,1.0,France
7005,0.225,0.175,Ottoman Empire
7005,0.225,0.175,Saudi Arabia
8613,0.0,0.0,Douma
8613,0.0,0.0,Syria
9901,0.0,0.0,Estonia
9901,0.0,0.0,Russia
10045,0.0,0.0,America
7171,0.25,0.25,North Korea
7171,0.25,0.25,Israel
9887,0.0,0.0,America
8904,0.0,0.0,US
9325,-0.5166666666666666,0.6499999999999999,Michigan
8053,0.0,0.0,US
7900,-0.10714285714285715,0.7678571428571428,China
7759,0.5,0.5,Russia
8757,0.0,0.0,Turkey
6457,0.0,0.0,Oakland
9013,0.0,0.0,US
9509,0.13636363636363635,0.45454545454545453,West Ham
9337,0.0,0.0,Brazil
